City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
1036,Port Alfred,ZA,62.19,-33.5906,26.891,The Halyards Hotel
1037,La Libertad,EC,71.26,-2.2333,-80.9,Playa Canela Hotel Boutique
1040,Tornio,FI,68.02,65.8481,24.1466,Park Hotel Tornio
1049,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1052,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1054,Sitka,US,62.49,57.0531,-135.33,Westmark Sitka
1059,Saint-Philippe,RE,67.59,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1060,Hualmay,PE,62.94,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
1065,Leh,IN,65.48,34.1667,77.5833,Hotel Ladakh Greens
1066,Arraial Do Cabo,BR,71.64,-22.9661,-42.0278,Pousada Porto Praia
1067,Santa Isabel,BR,71.31,-23.3156,-46.2214,Chácara Sombra do Altíssimo
1071,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1073,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1084,Havre-Saint-Pierre,CA,62.96,50.2334,-63.5986,Auberge Niapiskau
1087,Souillac,MU,71.98,-20.5167,57.5167,Shanti Maurice Resort & Spa
1089,Marawi,PH,71.89,7.9986,124.2928,Derogongan Residence
1091,San Quintin,MX,73.58,30.4833,-115.95,Don Eddie's Sport Fishing Center
1092,Port Alfred,ZA,62.19,-33.5906,26.891,The Halyards Hotel
1098,Thompson,CA,66.36,55.7435,-97.8558,Burntwood Hotel
1101,Gandajika,CD,71.37,-6.75,23.95,Hôtel Memorial
1102,East London,ZA,70.48,-33.0153,27.9116,Tu Casa
1103,Saint-Philippe,RE,67.59,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1109,Ambilobe,MG,65.26,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
1110,Lasa,IT,68.88,46.6166,10.7002,Pension Feldgärtenhof
1116,Amilly,FR,64.15,47.9728,2.7719,Hôtel Kyriad Montargis Amilly
1118,Los Llanos De Aridane,ES,67.75,28.6585,-17.9182,Valle Aridane
1119,Souillac,MU,71.98,-20.5167,57.5167,Shanti Maurice Resort & Spa
1120,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1132,Faya,SA,72.12,18.3851,42.4509,املاك خالد الشعشوع
1144,Port Elizabeth,ZA,62.89,-33.918,25.5701,39 On Nile Guest House
1150,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1152,Zhangjiakou,CN,71.13,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
1154,Lulea,SE,68.07,65.5842,22.1547,Comfort Hotel Arctic
1160,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1168,Yellowknife,CA,70.32,62.456,-114.3525,The Explorer Hotel
1179,Ponta Do Sol,PT,70.43,32.6667,-17.1,Hotel do Campo
1181,Flin Flon,CA,71.44,54.7682,-101.865,Victoria Inn Flin Flon
1187,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1188,Ponta Do Sol,PT,70.43,32.6667,-17.1,Hotel do Campo
1189,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1193,Port Alfred,ZA,62.19,-33.5906,26.891,The Halyards Hotel
1206,Inongo,CD,70.11,-1.95,18.2667,Hotel Du Lac
1213,Port Alfred,ZA,62.19,-33.5906,26.891,The Halyards Hotel
1215,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1216,Faya,SA,72.12,18.3851,42.4509,املاك خالد الشعشوع
1222,Ginda,IN,67.17,30.6945,78.4932,Sunil Bisht
1236,Santa Maria,BR,65.5,-29.6842,-53.8069,Hotel Morotin
1247,Damphu,BT,69.39,27.0721,90.1096,
1249,Port Alfred,ZA,62.19,-33.5906,26.891,The Halyards Hotel
1250,Shellbrook,CA,65.43,53.2168,-106.4011,Shellbrook Hotel
1252,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1259,Port Alfred,ZA,62.19,-33.5906,26.891,The Halyards Hotel
1260,Saint-Pierre,RE,67.91,-21.3393,55.4781,Alize Plage
1261,Pisco,PE,66.25,-13.7,-76.2167,Hotel San Isidro Oficial
1263,Okhotsk,RU,63.18,59.3833,143.3,
1264,Lagoa,PT,65.39,39.05,-27.9833,Casa Das Faias
1270,Rikitea,PF,73.45,-23.1203,-134.9692,People ThankYou
1272,Quatre Cocos,MU,71.71,-20.2078,57.7625,Sunrise Attitude Hotel
